ID,POS,Name,TM,Age,NAT,B,T
37442,RF,Chas McCormick,Houston,25,USA,Right,Left
31908,RF,Austin Meadows,Tampa Bay,25,USA,Left,Left
28213,RF,Wil Myers,San Diego,30,USA,Right,Right
36125,RF,Edward Olivares,Kansas City,25,VEN,Right,Right
36519,RF,Jorge Ona,San Diego,24,CUB,Right,Right
30756,RF,Brett Phillips,Tampa Bay,26,USA,Left,Right
30639,RF,Stephen Piscotty,Oakland,30,USA,Right,Right
28531,RF,Gregory Polanco,Pittsburgh,29,DOM,Left,Left
31922,RF,Hunter Renfroe,Boston,29,USA,Right,Right
32074,RF,Franmil Reyes,Cleveland,25,DOM,Right,Right
35652,RF,Jesus Sanchez,Miami,23,DOM,Left,Right
31379,RF,Anthony Santander,Baltimore,26,VEN,Switch,Right
30732,RF,Jorge Soler,Kansas City,29,CUB,Right,Right
26470,RF,Juan Soto,Washington,22,DOM,Left,Left
20877,RF,DJ Stewart,Baltimore,27,USA,Left,Right
22887,RF,Kyle Tucker,Houston,24,USA,Left,Right
968,RF,Jared Walsh,Los Angeles,27,USA,Left,Left
32087,RF,Mike Yastrzemski,San Francisco,30,USA,Left,Left
27954,DH,Khris Davis,Texas,33,USA,Right,Right
"Monday, April 4th , 2022 - OOTP Baseball 22.10 Build 79",,,,,,,
